latitude;longitude
38.71114737;-106.279995
38.55195268;-106.28901701
38.7216438;-106.17343896
39.185901;-106.820472
39.185478;-106.820357
39.1863323;-106.8163265
39.186105;-106.821804
39.18377155;-106.81528488
39.18867687;-106.82098852
39.18752934;-106.81901095
39.189069;-106.822127
39.1863074;-106.8161945
39.18638119;-106.81914568
39.19005333;-106.82103009
39.185347;-106.82239
39.187016;-106.815164
39.18771432;-106.82463747
39.18507;-106.82007
39.18518448;-106.81723785
39.1866653;-106.8162305
39.18609147;-106.81197299
39.1860255;-106.8131199
39.182257;-106.807138
39.185008;-106.821597
39.1857083;-106.8219
39.18913;-106.8228759
39.185347;-106.82239
39.187741;-106.816078
39.180722;-106.81131
39.185638;-106.81237
39.1888985;-106.817794
39.184821;-106.815466
39.40331733;-107.21400097
39.40332599;-107.21387845
39.52588037;-107.32130378
39.66283715;-107.52416878
39.6012202;-107.4462544
39.567174;-107.370684
39.585616;-107.528838
39.616889;-107.54716
39.5671618;-107.3671325
39.580589;-107.538035
39.2362163;-107.7900215
39.5384001;-107.6461458
39.21811486;-107.78483002
39.21828615;-107.78761494
39.21682491;-107.7878987
39.5494701;-107.7002211
39.668869;-107.702574
39.5480818;-107.6974666
39.2092354;-106.94880577
39.6235278;-106.541846
39.60094363;-106.52184259
39.62263712;-106.52436087
39.3869126;-107.0842459
39.632945;-106.533837
39.193413;-106.812995
39.6203929;-106.5468747
39.1940155;-106.83165741
39.63294601;-106.53383636
39.633358;-106.56244659
39.2060751;-106.9542959
39.626797;-106.514781
39.6329987;-106.5246065
39.20967899;-106.9488873
39.62366554;-106.54765031
39.63522;-106.5239894
39.6364139;-106.58050528
39.612054;-106.524396
39.6327925;-106.5633758
39.62888864;-106.52843161
39.6394891;-106.5786965
39.628462;-106.688561
39.61959098;-106.54800746
39.6322908;-106.5184258
39.633279;-106.5334384
39.608822;-106.516668
39.6059204;-106.5188842
39.211914;-106.943736
39.6311535;-106.5182235
39.62002006;-106.54532849
39.6040189;-106.5181633
39.6066536;-106.5189586
39.6055069;-106.51573944
39.63720912;-106.526434
39.194156;-106.824888
39.19215759;-106.82790511
39.2713593;-106.887318
39.6043751;-106.5180457
39.633909;-106.564667
39.6330386;-106.5329748
39.60879517;-106.5189743
39.6368491;-106.5259177
39.205392;-106.95582
39.63306808;-106.56454468
39.6330386;-106.5329748
39.4840454;-106.0499487
39.2060401;-106.948695
39.63287476;-106.52455286
39.60336685;-106.51399994
39.635696;-106.541406
39.4803901;-106.06692555
39.215488;-105.9958665
39.58530807;-106.09658051
39.62727737;-106.04273987
39.57469652;-106.11006188
39.60509491;-105.96730042
39.4765145;-106.0471952
39.47635725;-106.04601951
39.3733471;-106.0600764
39.5762763;-106.107603
39.48172597;-106.05970606
39.6040235;-105.9724355
39.64313062;-106.38964502
39.60872137;-105.96917819
39.479347;-106.051905
39.486187;-106.038119
39.47463787;-106.04386152
39.62766762;-106.0508954
39.644144;-106.382261
39.48065999;-106.04159191
39.37116765;-106.06107565
39.6087629;-105.9488357
39.48109392;-106.0602414
39.6212834;-106.4870169
39.3738114;-106.0636334
39.6212834;-106.4870169
39.64017589;-106.37368052
39.641711;-106.378996
39.61987305;-106.10721588
39.37321755;-106.06056331
39.5785337;-106.0992119
39.60702909;-105.94401884
39.40900959;-106.05080798
39.47645187;-106.04682159
39.56834848;-106.09232037
39.60650494;-105.93957434
39.4771067;-106.0472757
39.4773309;-106.0461988
39.477168;-106.0471046
39.48372269;-106.04962158
39.64420864;-106.39011153
39.48383011;-106.04970194
39.4750418;-106.0448563
39.4951467;-106.035552
39.48517224;-106.06704354
39.642528;-106.378437
39.40895986;-106.05034664
39.4768373;-106.04742726
39.38981852;-106.0480098
39.1858069;-106.8145877
39.182224;-106.854404
39.185007;-106.820376
39.185895;-106.81446
39.18698502;-106.82021332
38.89447403;-106.9671402
39.18698502;-106.82021332
39.186307;-106.816194
39.185347;-106.82239
39.185901;-106.820472
38.8724585;-106.9857424
38.764689;-106.859163
38.8733627;-106.9901583
39.18803024;-106.81309509
39.182158;-106.804968
39.185383;-106.819795
39.185478;-106.820357
38.854871;-106.945183
39.185478;-106.820357
39.1857083;-106.8219
39.187678;-106.814339
38.85295105;-106.96581268
39.18605821;-106.81199445
39.185799;-106.816356
38.8641279;-106.9812635
38.8693161;-106.98975372
39.18606653;-106.81195154
39.188733;-106.811743
38.9107908;-106.9645355
39.18605821;-106.81198372
38.8697357;-106.9896503
38.84785843;-106.94360352
39.185799;-106.816356
38.86832689;-106.9837416
38.5200419;-106.960181
38.87269974;-106.97945404
38.89924077;-106.96786827
39.18602589;-106.82077279
38.896828;-106.9664848
39.1808531;-106.85599085
39.18509442;-106.81987443
38.86892319;-106.98703003
39.1820444;-106.8556594
38.9078167;-106.97038
38.8697586;-106.9835361
39.18913651;-106.81845856
38.9026336;-106.9698354
38.90328598;-106.96995544
38.504069;-106.939735
38.529768;-105.988019
38.89909849;-106.96577577
38.846683;-106.1429579
38.51872253;-106.10355377
38.534438;-105.999018
38.5292443;-106.0046787
39.1646011;-106.03968449
39.1026227;-106.3291036
39.070666;-105.9882299
38.5353179;-105.9889479
38.84001143;-106.13930097
38.5341189;-105.995218
38.55169388;-106.290376
38.53500748;-105.98812103
38.835123;-106.1632568
38.536519;-105.992619
38.5330295;-105.9862667
38.530584;-105.992715
39.1143187;-106.34158969
38.47225;-106.13544
38.71602;-106.218421
38.862318;-106.215722
38.539463;-105.99311
38.84469;-106.178406
38.86133194;-106.13896179
38.527332;-106.000106
38.54199326;-105.99689535
38.82264281;-106.08121256
38.54311828;-106.18541169
38.848021;-106.183976
38.54041869;-106.0252752
38.54999924;-106.22883606
38.885268;-105.901763
38.55056381;-106.22678375
38.5127094;-105.98327461
38.56381989;-105.9903183
38.551474;-106.2906129
38.88637722;-105.94100157
38.68585444;-106.09703864
38.5330986;-105.98563081
38.53347656;-105.98568685
38.53280515;-105.98603017
38.53320694;-105.9861145
38.533208;-105.986116
38.53334427;-105.98694611
38.81271026;-106.21217251
38.54970932;-106.28826141
38.55050278;-106.28860474
38.51569881;-106.01375115
38.52527237;-106.13943481
38.53286986;-105.99377763
39.548377;-107.679734
39.396451;-107.208345
39.398595;-107.210778
39.42952163;-107.24636277
39.386591;-107.214524
39.41129;-107.224949
39.54675942;-107.3231136
39.398395;-107.225326
39.535474;-107.331244
39.552495;-107.326097
39.415269;-107.227887
39.542607;-107.333891
39.456593;-107.275859
39.47643843;-107.28233828
39.54637064;-107.32287294
39.5428099;-107.3339714
39.545398;-107.332292
39.4005259;-107.2089176
39.39853431;-107.22620594
39.460757;-107.2731079
39.5408441;-107.3261647
39.543148;-107.319887
39.559942;-107.294323
39.437554;-107.3178889
39.551112;-107.326236
39.56319409;-107.33768761
39.547385;-107.323733
39.56642988;-107.34385792
39.543867;-107.32345308
39.5467801;-107.3227971
39.398853;-107.2108146
39.54640579;-107.31885529
39.5477236;-107.3252004
39.56049728;-107.29641724
39.56734029;-107.36133085
39.550872;-107.326246
39.39900667;-107.21526429
39.469651;-107.322717
39.3980082;-107.2128247
39.551991;-107.325671
39.387132;-107.212211
39.46889114;-107.32275391
39.56335;-107.351332
39.547318;-107.321268
39.41559039;-107.22774267
39.4688;-107.322832
39.400032;-107.212393
39.399209;-107.212216
39.4389858;-107.3111298
39.54712605;-107.325056
39.169058;-107.248607
38.92342835;-107.62488945
39.112582;-107.266108
38.70643689;-107.60998423
38.8691;-107.592
38.54709625;-107.76179504
38.48017715;-107.88616975
38.86745916;-107.59360046
38.8679;-107.597
39.11479;-107.269383
39.18075943;-107.24047089
38.86185455;-107.62232208
39.161587;-107.246465
38.7026651;-107.608222
38.72856837;-107.51369843
38.45276912;-107.83555285
38.47832;-107.87617
38.9299278;-107.7803575
38.8677;-107.596
39.10959343;-107.26603689
38.48233093;-107.87153831
38.82086412;-107.59892371
38.8979;-107.578
39.186086;-107.235718
39.1045334;-107.2685281
39.077031;-107.227641
38.89973705;-107.58081983
38.8716;-107.604
38.654644;-107.658773
38.479281;-107.877388
38.8694;-107.592
39.186761;-107.235663
39.184842;-107.2357229
38.82553319;-107.82027483
38.46884;-107.871736
38.8737;-107.595
38.8395158;-107.7983426
39.073272;-107.219173
38.483575;-107.867409
39.162216;-107.248544
38.54407427;-107.75895483
39.1102219;-107.2683607
38.45555496;-107.8513031
38.476457;-107.866673
39.474993;-106.045009
39.475811;-106.04365
39.474906;-106.045752
39.475363;-106.044879
39.474993;-106.045009
39.474993;-106.045009
39.475084;-106.044762
39.47404;-106.046058
39.474906;-106.045752
39.47404;-106.046058
39.50062;-106.145
39.500812;-106.146511
39.474286;-106.044889
39.500358;-106.145662
39.214119;-106.941515
39.213394;-106.941397
39.213394;-106.941397
39.213394;-106.941397
39.213394;-106.941397
39.476632;-106.049075
39.476632;-106.049075
39.476632;-106.049075
39.476632;-106.049075
39.476006;-106.049842
39.477107;-106.047276
39.476006;-106.049842
39.213394;-106.941397
39.474433;-106.046367
39.47697;-106.042345
39.501528;-106.145664
39.481625;-106.048104
39.50196;-106.149
39.481625;-106.048104
39.481476;-106.047685
39.481625;-106.048104
39.481625;-106.048104
39.575679;-106.109105
39.481625;-106.048104
39.481625;-106.048104
39.481478;-106.047889
39.480126;-106.048606
39.474137;-106.046408
39.479937;-106.048547
39.480126;-106.048606
39.47728;-106.047
39.476599;-106.049025
39.47728;-106.047
39.476074;-106.049802
39.476632;-106.049075
39.476553;-106.046952
39.477266;-106.049193
39.47302;-106.046836
39.476599;-106.049025
39.482306;-106.049677
39.476388;-106.04951
39.48161;-106.049
39.480674;-106.051228
39.479459;-106.050156
39.479983;-106.050791
39.479063;-106.05094
39.479659;-106.05117
39.479616;-106.051014
39.479063;-106.05094
39.479616;-106.051014
39.479459;-106.050156
39.480629;-106.051469
39.50156;-106.152
39.205688;-106.955432
39.47412;-106.045
39.474995;-106.041768
39.209281;-106.949422
39.4728;-106.04427
39.476469;-106.041203
39.57412;-106.1057
39.209312;-106.949431
39.207873;-106.951997
39.574821;-106.101531
39.479289;-106.053194
39.478937;-106.055952
39.477701;-106.052608
39.477701;-106.052608
39.479558;-106.05343
39.478922;-106.053517
39.478597;-106.056626
39.479287;-106.053794
39.479287;-106.053794
39.477701;-106.052608
39.479289;-106.053194
39.47843;-106.054
39.479347;-106.051905
39.479415;-106.051795
39.48148;-106.054209
39.47896;-106.049
39.480695;-106.051356
39.481398;-106.048608
39.480423;-106.048212
39.48007;-106.04849
39.480364;-106.04846
39.481462;-106.048045
39.481476;-106.047685
39.479459;-106.050156
39.481994;-106.048989
39.208061;-106.953948
39.208032;-106.953982
39.208044;-106.953974
39.207802;-106.953343
39.208044;-106.953974
39.207802;-106.953343
39.207802;-106.953343
39.207802;-106.953343
39.207802;-106.953343
39.207802;-106.953343
39.47715;-106.052
39.477385;-106.053664
39.207802;-106.953343
39.474243;-106.052213
39.473868;-106.052139
39.47389;-106.052
39.475775;-106.054751
39.473938;-106.051737
39.4735;-106.051711
39.473511;-106.0517
39.47351;-106.0517
39.476324;-106.051886
39.57024;-106.094
39.4735;-106.05171
39.475881;-106.053123
39.56934;-106.092268
39.476378;-106.051823
39.57096;-106.09
39.569369;-106.094895
39.56937;-106.094
39.501957;-106.148668
39.501956;-106.148668
39.500352;-106.146875
39.500353;-106.146875
39.482868;-106.038868
39.500353;-106.146876
39.213394;-106.941397
39.481654;-106.038352
39.481654;-106.038352
39.482697;-106.042652
39.477602;-106.043952
39.480035;-106.044654
39.577566;-106.094225
39.577566;-106.094225
39.572083;-106.094725
39.577566;-106.094225
39.57388;-106.092
39.572187;-106.092715
39.57351;-106.092
39.474581;-106.040447
39.573497;-106.091733
39.487975;-106.041865
39.484683;-106.046036
39.484683;-106.046036
39.484683;-106.046036
39.484683;-106.046036
39.484683;-106.046036
39.484683;-106.046036
39.491113;-106.035517
39.486774;-106.039923
39.484713;-106.04455
39.573737;-106.098516
39.575814;-106.097892
39.57238;-106.1
39.576168;-106.097684
39.57699;-106.098
39.574431;-106.09752
39.57443;-106.098
39.577723;-106.101808
39.576143;-106.09647
39.576657;-106.101633
39.57787;-106.106828
39.477107;-106.047276
39.476595;-106.049035
39.479347;-106.051905
39.477373;-106.046917
39.476378;-106.051823
39.483255;-106.057271
39.483889;-106.05953
39.479649;-106.058345
39.47676;-106.048928
39.477659;-106.046896
39.483416;-106.062401
39.481797;-106.059709
39.479613;-106.058559
39.484989;-106.053462
39.483882;-106.05491
39.479955;-106.039617
39.47374;-106.044052
39.472407;-106.044878
39.472845;-106.043841
39.481654;-106.038352
39.474133;-106.044891
39.472343;-106.043507
39.4719;-106.045956
39.482112;-106.045973
39.477215;-106.045164
39.472717;-106.045138
39.475013;-106.041992
39.474722;-106.046026
39.477215;-106.045164
39.477215;-106.045164
39.500222;-106.143077
39.500223;-106.143076
39.498968;-106.142587
39.58485;-106.092
39.585519;-106.09666
39.586634;-106.093609
39.587242;-106.093151
39.58563;-106.098
39.617757;-106.099124
39.620059;-106.099101
39.498938;-106.044583
39.511592;-106.047658
39.516117;-106.036107
39.57441;-106.1
39.57024;-106.094
39.210817;-106.941286
39.495863;-106.045693
39.212235;-106.935597
39.49595;-106.045409
39.57443;-106.098
39.576842;-106.105828
39.574821;-106.10153
39.57838;-106.102249
39.576443;-106.101655
39.575968;-106.10742
39.576443;-106.101655
39.574241;-106.101417
39.574903;-106.10966
39.575235;-106.109727
39.574241;-106.101417
39.576415;-106.101749
39.574315;-106.100975
39.5756;-106.101
39.213394;-106.941397
39.213394;-106.941397
39.481312;-106.057325
39.213394;-106.941397
39.213394;-106.941397
39.213394;-106.941397
39.213394;-106.941397
39.481797;-106.059709
39.48327;-106.060209
39.483875;-106.05973
39.481797;-106.059709
39.48234;-106.059165
39.483926;-106.058435
39.48234;-106.059165
39.484178;-106.058188
39.482565;-106.058839
39.481941;-106.059306
39.482329;-106.058957
39.482556;-106.057289
39.48189;-106.059461
39.479068;-106.063864
39.481854;-106.059037
39.485008;-106.067236
39.483881;-106.059679
39.503268;-106.060857
39.482153;-106.059359
39.479678;-106.050199
39.480291;-106.048633
39.47675;-106.041992
39.482925;-106.042662
39.47675;-106.041992
39.479587;-106.050476
39.59477;-106.091
39.608705;-105.951374
39.591974;-106.094919
39.591605;-106.092885
39.57035;-106.095
39.591605;-106.092885
39.573774;-106.091135
39.57443;-106.098
39.5693;-106.094
39.58666;-106.092
39.569465;-106.093577
39.572882;-106.095685
39.569363;-106.093192
39.572584;-106.09745
39.57443;-106.098
39.575193;-106.097703
39.61816;-106.078
39.64059;-106.040373
39.534533;-106.040431
39.519581;-106.042287
39.533072;-106.042033
39.537729;-106.038207
39.527878;-106.043656
39.623417;-106.031797
39.538349;-106.038014
39.539677;-106.034431
39.622558;-106.02857
39.610612;-106.074323
39.532189;-106.027819
39.539413;-106.034456
39.485148;-106.034963
39.48669;-106.031575
39.481464;-106.030348
39.472086;-106.015165
39.486791;-106.032896
39.473868;-106.011092
39.5012;-106.1545
39.500564;-106.157348
39.499815;-106.153258
39.501071;-106.156366
39.500537;-106.155323
39.499794;-106.154454
39.500433;-106.151246
39.50196;-106.149
39.50142;-106.152
39.50081;-106.147
39.50062;-106.145
39.50085;-106.147
39.50196;-106.149
39.50085;-106.147
39.50085;-106.147
39.6194;-106.105
39.50011;-106.162
39.617806;-106.097316
39.625058;-106.08025
39.61948;-106.088
39.61793;-106.097
39.500693;-106.145772
39.617096;-106.1061
39.651721;-106.083112
39.620129;-106.094156
39.659327;-106.100432
39.617119;-106.081765
39.618063;-106.102223
39.618486;-106.100371
39.616812;-106.093357
39.619794;-106.102957
39.619581;-106.102997
39.619685;-106.102177
39.576885;-106.104541
39.58459;-106.097377
39.574946;-106.109445
39.568538;-106.094204
39.640702;-106.369996
39.209281;-106.949422
39.642469;-106.393152
39.209281;-106.949422
39.640702;-106.369996
39.209281;-106.949422
39.209281;-106.949422
39.209281;-106.949422
39.209281;-106.949422
39.213394;-106.941397
39.214119;-106.941515
39.213394;-106.941397
39.214119;-106.941515
39.214119;-106.941515
39.214119;-106.941515
39.214119;-106.941515
39.214119;-106.941515
39.214119;-106.941515
39.214119;-106.941515
39.213228;-106.94149
39.21322;-106.940685
39.21239;-106.940944
39.21239;-106.940944
39.575111;-106.076
39.575;-106.076111
39.575;-106.07611
39.627659;-106.044199
39.57511;-106.076
39.575;-106.0761
39.5751;-106.076
39.627659;-106.044199
39.627659;-106.044199
39.627659;-106.044199
39.60063;-106.009
39.627456;-106.043367
39.627233;-106.042907
39.64024;-106.068796
39.634829;-106.045684
39.469926;-106.042844
39.617954;-106.075908
39.463124;-106.014356
39.470796;-106.01623
39.470196;-106.045643
39.464641;-106.048003
39.467087;-106.012372
39.470933;-106.043156
39.445976;-106.047121
39.468043;-106.014081
39.471189;-106.045782
39.446546;-106.046972
39.464307;-106.049018
39.480674;-106.051228
39.476761;-106.0493
39.618632;-106.103629
39.480078;-106.049436
39.575253;-106.110239
39.618564;-106.105079
39.574431;-106.09752
39.633909;-106.564667
39.634835;-106.519102
39.607952;-106.519955
39.63061;-106.528861
39.608452;-106.518556
39.634497;-106.525787
39.634835;-106.519102
39.640146;-106.369775
39.606354;-106.519211
39.604666;-106.51839
39.640399;-106.373556
39.639967;-106.3722
39.644585;-106.38739
39.640262;-106.373674
39.643499;-106.392277
39.643455;-106.387568
39.641498;-106.368233
39.635064;-106.406479
39.6448;-106.38768
39.643722;-106.390201
39.642962;-106.397041
39.643286;-106.380273
39.499365;-106.168688
39.644714;-106.384188
39.498231;-106.176166
39.560569;-105.948694
39.608705;-105.951374
39.607767;-105.954923
39.607943;-105.954956
39.608033;-105.954022
39.604167;-105.948056
39.60792;-105.942594
39.60818;-105.95
39.604944;-105.95669
39.609465;-105.973441
39.605027;-105.984046
39.607686;-105.954888
39.60697;-105.94
39.60709;-105.966
39.60733;-105.944
39.60765;-105.94
39.60795;-105.943
39.60477;-105.955
39.60795;-105.943
38.899859;-106.967027
38.898649;-106.967554
38.89522;-106.968518
38.902719;-106.96991
38.898335;-106.967073
39.62747;-106.059
39.57441;-106.1
39.205688;-106.955432
39.194033;-106.829983
39.205688;-106.955432
39.205688;-106.955432
39.205688;-106.955432
39.205688;-106.955432
39.205688;-106.955432
39.205688;-106.955432
39.208032;-106.953982
39.216877;-106.935103
39.205564;-106.938045
39.210817;-106.941286
39.213195;-106.941631
39.495981;-106.045513
39.481361;-106.050961
39.482846;-106.046293
39.495373;-106.045237
39.495973;-106.045457
39.495981;-106.045457
39.495975;-106.045428
39.186307;-106.816195
39.496019;-106.045436
39.59218;-106.095
39.598443;-106.089322
39.61763;-106.08
39.61787;-106.101
39.57769;-106.107
39.6082;-105.951
39.572174;-106.092711
39.592869;-106.092223
39.576825;-106.105865
39.576642;-106.101802
39.569585;-106.093689
39.568965;-106.092782
39.569609;-106.092344
39.630196;-106.043164
39.57682;-106.106348
39.586845;-106.092849
39.593549;-106.093523
39.205802;-106.95552
39.607389;-105.956886
39.204213;-106.939607
39.190336;-106.824275
39.201285;-106.952553
39.203336;-106.954003
39.190857;-106.824428
39.189832;-106.82345
39.633977;-106.564741
39.633292;-106.533797
39.603713;-106.518942
39.60587;-106.519106
39.209137;-106.948563
39.636731;-106.52549
39.632793;-106.563376
39.630536;-106.520966
39.205416;-106.955539
39.603394;-106.51328
39.205086;-106.95614
39.606647;-106.519436
39.641549;-106.375598
39.206554;-106.946685
39.641165;-106.303309
39.64112;-106.30333
39.630175;-106.054885
39.501046;-106.144655
39.641076;-106.303298
39.501956;-106.148668
39.501321;-106.159247
39.477552;-106.046432
39.476384;-106.049488
39.477639;-106.047066
39.626621;-106.045574
39.478628;-106.053712
39.481303;-106.048636
39.480218;-106.048552
39.644034;-106.385264
39.474434;-106.044172
39.476179;-106.044728
39.640549;-106.376979
38.903863;-106.970785
39.479915;-106.059922
39.186105;-106.812681
38.900798;-106.97046
38.869678;-106.987768
38.899682;-106.968594
38.90079;-106.970428
39.187331;-106.815275
38.90083;-106.965085
39.188753;-106.811499
39.186961;-106.821931
38.898323;-106.966986
39.185843;-106.816753
38.872571;-106.980124
39.189088;-106.820524
39.186484;-106.813973
39.187571;-106.824229
39.18676;-106.82054
39.185264;-106.813366
39.186258;-106.815334
39.186535;-106.816436
38.508514;-106.9454
39.631317;-106.05039
39.607536;-106.022766
39.63028;-106.04278
39.631901;-106.293304
39.63967;-106.0753
39.6315264;-106.29672937
39.63171387;-106.29052734
39.630267;-106.286843
39.63483;-106.045685
39.62889571;-106.28521217
39.623295;-106.0318
39.627457;-106.043365
38.83831;-106.13547
39.62666321;-106.28754425
39.577087;-106.10683
39.63225;-106.2939339
38.83831;-106.13547
39.63179398;-106.29147339
39.63097763;-106.2900238
39.63074332;-106.28929481
39.6271;-106.044624
38.83831;-106.13547
39.476536;-106.048904
39.640946;-106.3024899
39.48138;-106.048874
39.6389805;-106.3010774
39.630859;-106.289327
39.50016;-106.15493
39.628331;-106.283738
39.50016;-106.15493
39.62373734;-106.28395081
39.50016;-106.15493
39.632061;-106.29066
39.628685;-106.284665
39.50016;-106.15493
39.50016;-106.15493
39.50016;-106.15493
39.50016;-106.15493
39.501053;-106.15819
39.6308295;-106.2895264
39.50064;-106.15427
39.62545013;-106.28688812
39.6299684;-106.2900868
39.50053;-106.16148
39.64289474;-106.30603027
39.502087;-106.15641
39.631684;-106.2899429
39.62916894;-106.28534151
39.64824677;-106.3287735
39.5009;-106.160706
39.500668;-106.15814
39.5009;-106.160706
39.63705063;-106.296875
39.5005;-106.14758
39.500748;-106.146484
39.632891;-106.292877
39.6409045;-106.3036792
39.500847;-106.146515
39.6313721;-106.2898002
39.501884;-106.15893
39.50109;-106.15175
39.50074;-106.15815
39.63117599;-106.28931427
39.6312046;-106.2917458
39.6315565;-106.29350948
39.47371;-106.043396
39.633438;-106.294807
39.63558822;-106.29390478
39.6391341;-106.3012863
39.473774;-106.04669
39.47376;-106.04666
39.47363;-106.0131
39.52312098;-107.50434362
39.467117;-106.045906
39.467487;-106.00893
39.53021622;-107.48086548
39.414993;-106.04687
39.377466;-107.213626
39.228401;-107.224115
39.227603;-107.224115
39.440414;-106.040855
39.473637;-106.04257
39.224777;-107.225574
39.226273;-107.224544
39.46699;-106.04595
39.467472;-106.04843
39.467583;-106.01087
38.71950531;-106.16730499
38.73020593;-106.17229689
38.756454;-106.183446
39.463184;-106.046
38.71323545;-106.28779798
39.473053;-106.04667
39.473774;-106.046715
38.725758;-106.174705
39.4662;-106.04831
38.72194672;-106.16775513
38.73121;-106.170835
38.72496033;-106.17432404
39.468887;-106.15639
39.465157;-106.048676
39.39311;-106.04463
39.615906;-106.48045
38.71406046;-106.20349388
38.75431464;-106.47821477
39.468887;-106.15639
39.620766;-106.494576
39.617928;-106.43384
38.551848;-106.291835
38.75430298;-106.47715759
38.55258376;-106.29235364
38.84354;-106.12575
38.8561426;-106.1483168
38.515375;-106.508695
38.8424509;-106.136017
39.617867;-106.42804
39.61735;-106.48442
38.842768;-106.1202284
39.61813;-106.479836
39.61803;-106.431
39.615513;-106.47781
38.84354;-106.12575
39.61597;-106.44923
39.617867;-106.42804
38.831853;-106.113032
39.618324;-106.42996
39.616238;-106.43478
38.84645735;-106.16056536
38.8396079;-106.1350554
38.83940254;-106.13515753
39.619858;-106.426865
38.8376919;-106.148101
38.83972752;-106.1350036
39.5843;-106.427315
38.84256363;-106.1206131
39.617928;-106.43384
38.8469388;-106.1413657
38.920104;-106.13876581
38.84182;-106.12993
39.24747;-106.10112
39.61861;-106.431885
39.230587;-106.089935
39.618973;-106.431145
39.618645;-106.43184
38.8394282;-106.1549821
39.61908;-106.42657
39.145074;-106.028765
39.24254;-106.09741
39.23469;-106.08323
39.165664;-106.06326
39.09877129;-106.08763135
39.375214;-106.06686
39.145001;-106.033967
39.150434;-106.047667
39.14387131;-105.92342377
39.375214;-106.06686
39.34763;-106.063126
39.143021;-105.920843
39.32219;-106.06432
39.18578785;-106.8211469
38.90447;-106.96626
39.24596;-106.07873
39.3779;-106.06285
39.24786;-106.05334
39.185124;-106.819991
39.37345;-106.05994
39.18606567;-106.81228638
39.212518;-106.94118499
39.2061223;-106.9541727
39.18534796;-106.82036527
39.4258073;-107.16489808
38.91516;-106.956215
38.90513;-106.96471
39.20911026;-106.951828
39.429698;-107.122826
38.906185;-106.97196
38.90853;-106.969124
38.907845;-106.96625
39.20902578;-106.94863696
38.848892;-106.92652
38.863834;-106.947044
39.4072016;-107.1194592
38.91199;-106.9641
39.2125306;-106.93872595
39.616028;-106.69579
39.645184;-106.81955
39.20888274;-106.95188076
39.22227805;-106.93865128
39.22398294;-106.93525508
39.20274096;-106.94272819
39.632034;-106.82161
39.628426;-106.69067
39.38566612;-107.0822023
39.20763397;-106.95384979
39.677185;-106.7708
39.64719;-106.824974
39.2054017;-106.955832
39.545513;-107.32345
39.548164;-107.321236
39.22757679;-106.93556107
39.20744032;-106.94636847
39.507496;-107.30713
39.44878;-107.31786
39.542606;-107.33389
39.383237;-106.9495869
39.2183863;-106.9361774
39.38713;-107.21221
39.40681;-107.21586
39.20875144;-106.94908221
39.39645;-107.20834
39.2086577;-106.94480274
39.2013578;-106.94633554
39.20912766;-106.94929586
